+-------------+--------------------------------+------------------------------------------+
| ID          | Username                       | Full Name                                |
| 43976247249 | bielysback                     |                                          |
| 45321163534 | rajadao.mx7z                   | Nycholas.m'x!7                           |
| 16628412360 | froidzinn_                     | EL  FROIDx                               |
| 48292588947 | anjof.fx                       | The best mp40                            |
| 5800836571  | eduardo.slc_                   | EO EDU👿🔥                                 |
| 47789789271 | b1elxt9                        | Gabriel                                  |
| 45902901161 | pedroarthur__13                | pedro                                    |
| 48541113385 | scooby11.ff                    | SCOOBY TREM11                            |
| 48208287580 | eloizaarrudasilva              | eloiza arruda Silva ™                    |
| 8653771918  | neto_087                       | 𝓷𝓮𝓽𝓸  ⍨                                  |
| 28364554497 | guizin.opx                     | Guilherme ne vida?🔥                      |
| 3404315310  | veltonbr                       | Erivelton Barbosa                       |
| 46658981972 | kaikzxx                        | kaikxsx                                  |
| 39481215352 | _daniel_ribas_                 | Daniel andrade💥                          |
| 33664503475 | lipzin_xl                      | 𝙻𝚒𝚙𝚎🤬                                    |
| 21783606427 | i_santosz7                     | I. SANTOS z7🐊                            |
| 31726435714 | guilherme_miranda.18           | Guilherme de miranda                     |
| 46618873259 | krauserpjl                     | Krauser                                  |
| 47865673758 | bollts_ff                      | Bollts ff                                |
| 33944184359 | sheikprakrl                    | sheikprakrl                              |
| 6842464866  | ___inativo___fps               | 𝐈𝐧𝐚𝐭𝐢𝐯𝐨                                  |
| 3629736069  | belafreefirex                  | Brendha “Bela” C.                        |
| 14431135274 | marcus_vini_ofc                | Marcus Vinicius                          |
| 46644081620 | ana_claraa_r16                 | Ana clara                                |
| 8950564854  | jisuzzz______2000              | jisuzz 🌼🌼                                |
| 22003663008 | thales_dgrau_                  | Thales dgrau                             |
| 40685825348 | ff_lilix                       | LiLi                                     |
| 48540341296 | saquaimoveis22                 | SAQUAREMA IMÓVEIS A VENDA                |
| 314077756   | ammandiinhaandrade             | A M A N D A    A N D R A D E             |
| 9518672917  | gui051_                        | jovem aprendiz 😇                         |
| 728051196   | talis_sp                       | thalisson silva                          |
| 17712890800 | i.junior1                      | isaac monteiro                           |
| 28225308056 | dantes333_mdm                  | Santos                                   |
| 15428667334 | thebest_mdm                    | TheBest                                  |
| 11312417201 | yasmimsilva5298                | Yäsmïm Silva                             |
| 48081723245 | trapziin.ff.7                  | TRAPZIIN FF                              |
| 42052958249 | richa_rd8666                   | @richarlison dias                        |
| 44927188647 | dr4p9                          | Willian correa                           |
| 35106545128 | bielznsx_                      | bielznX!?                                |
| 45883962587 | haxe_dc4r333                   |                                          |
| 45245648287 | anajulia.esposito.37           | Ana Julia Espósito                       |
| 45060360572 | guizin.reg1                    | Guilherme Marinho                        |
| 22940605929 | pedro_marceloxd                | Pedro Marcelo                            |
| 3044228055  | ery_carlos_ff                  | Ery Carlos Sousa                         |
| 45172382662 | gr6_pedrozo                    | Marcos Vinicius Pedroso                  |
| 37613636900 | ff_martins__                   | ㅤ!MΛRTINSᴹᴰᴹ                             |
| 7499000394  | amandacechetti                 | AMANDA🧚🏻‍♀️                              |
| 44252579788 | sluiddy                        | LUIDDY SILVA                             |
| 31004949763 | hiago_es                       | 𝑯𝑰𝑨𝑮𝑶 🇫🇷                                 |
| 37551899055 | renataamoriin                  | Renata🌻                                  |
| 33512052701 | lnz3_ff                        | ANDERSON LEAL🔥                           |
| 7461707178  | bruxo777_cpx                   | 100❤                                     |
| 18600892627 | luis_ffelipe3                  | Felipe_araujo                            |
| 19028434580 | celo_s4                        | Marcelo Almeida                          |
| 44675138458 | teddi4s_                       | 𝙏Ξ𝕯𝕯𝕴™么                                 |
| 3561410302  | leonard7_soares_               | Leonardo Soares                          |
| 21207674079 | t4lison_ff3                    | T4LISON YT                               |
| 45609976042 | eae_codys                      | 𝖒𝖊𝖓𝖎𝖓𝖔 𝖗𝖆𝖗𝖔 🏆                            |
| 9268836119  | rafa_lobo04                    | ! ᴠᴜʟɢᴏ Lobo                             |
| 3713382465  | oo__leonardo                   | Leonardo Padilha                         |
| 6765147061  | polaco_labamba                 | Leonardo Souza                           |
| 44303301266 | hed4.ff                        | heda_ff                                  |
| 36328202082 | diixx___erik14                 | Erik                                     |
| 8140430084  | tataa.wx                       | tata TREM                                |
| 47234610261 | trem_kant                      | *E O TREM NE VIDA*                       |
| 7957660193  | carolffire                     | Ana Carolina/ TS  ʜᴇʀᴍᴀɴᴀ♡               |
| 41068097875 | p.silas__                      | P.SILAS__                                |
| 3961499280  | matheusvinicius_2003           | 𝕄𝕒𝕥𝕙𝕖𝕦𝕤❤💤                                |
| 22210981779 | rangel.reg                     | RANGELxd                                 |
| 19586194784 | meecczin                       |                                          |
| 8634067082  | fernanda_gomes235              | Fernanda Gomes💖                          |
| 7847074399  | _kauan7.fxp                    | kauansete🐊🇨🇵                             |
| 31810130764 | kauaporcinio                   |                                          |
| 8765228811  | yrzin1_                        |                                          |
| 45198429983 | luccaslopes007                 | LUCAS LOPES                              |
| 48272008990 | lvs.gaming.ofc                 | LAS   VEGAS   GAMING                     |
| 26175158487 | colleeee__ph                   | ...                                      |
| 35936473931 | ithalo_menezes04               | Ithalo 😎                                 |
| 45638137283 | netooliveira261                | Neto Oliveira                            |
| 6384149524  | leonardosilva3519              | Leonardo Silva                           |
| 32230349049 | brayan_ribeiroo1               |                                          |
| 24511337026 | zeus_mdm_                      | Kauan Lopes                              |
| 47857371687 | dokinha_memes                  | Dokinha Memes                            |
| 38310203957 | thonsixx_ff                    | Ewerthon Eduardo                         |
| 37135705502 | jota_a.n._ojf                  | João Antonio                             |
| 35665695598 | morri_capeta                   | MORRI CAPETA                             |
| 34579731619 | joao_victor_0100               | joao victor Silva alves                  |
| 21888617572 | estevaosantos7                 | Estevão Santos                           |
| 47496234879 | rfx.trem                       | farax                                    |
| 25994932196 | ffrafa99                       | clika pra mim nunk?⚡                     |
| 3156250456  | beatrixxs__                    | KØF  TRIXX                               |
| 1656468685  | islansantos_                   | Islan Santos                             |
| 34683299618 | ff.diogox_                     | dg                                       |
| 25754080156 | rafa_777ff                     | RAFA 777                                 |
| 3897826328  | ff_feeh7                       | ALL FEEH7                                |
| 6664662273  | k4uan.1                        | Kauan Marciano                           |
| 2084480521  | _luanaspl                      | ʟᴜᴀɴᴀ                                    |
| 31754972293 | henrick_dc23                   | Henrique Degane                          |
| 6749718959  | raijum9                        | Marcelo Vieira                           |
| 28424009466 | hugohenriqueoliveirada         | hugo                                     |
| 48557194245 | guxtavin.rs                    | DEUS DA AWP🚅🤬                            |
| 48549565702 | kerlon_w0o                     | ro_estremo_                              |
| 20420043340 | mi_kaellportela                | Mikaell fabio                            |
| 46040929887 | sofi4.trem                     | Sophia Bertelli 🐊                        |
| 46579816849 | jhonzinrlq                     | jhonzin.zL                               |
| 37493336264 | lunaffxs                       | luna da sensi falida                     |
| 7155640275  | just_brunaay                   |                                          |
| 27300657655 | lu1zzfps                       | Luiz Gustavo 🎭                           |
| 12132836848 | _araujoo.07                    | Hugo_Araujo                              |
| 1460774587  | c_loudboy                      | Marceliel S.F.                           |
| 46152686487 | jhowap                         | Jhow                                     |
| 15292440921 | elian.aparecido                | Elian Aparecido                          |
| 10688509610 | carlos_daniel_tempo_dutra      | Carlos Daniel 👁️                         |
| 15508017090 | julia_stefan2001               | JULINHA 🥰                                |
| 36385847015 | hsoficia10                     | HS 10%                                   |
| 8285393140  | thalesvin_                     | Thales                                   |
| 12635258203 | rennanzz                       | Rennan                                   |
| 9394345050  | lira_.s                        | Lira                                     |
| 47184834669 | imnotmorsani                   | morsani                                  |
| 3959244584  | feliipesantanaaa               | Felipe Sɑntɑnɑ                           |
| 5862534107  | ofc_brunag                     | Bruna                                    |
| 37382328462 | paulosouuzah                   | ESQUECIII                                |
| 48583625461 | pznn_15                        | Ph Zin2                                  |
| 35817363804 | andre890hg                     | Andrè Felipe                             |
| 11415366853 | luis_henrique211               | Luís Henrique                            |
| 4731020906  | slzin99.ff                     | Slzinn -rmh-                             |
| 45664309934 | v777sc                         | V777                                     |
| 45032557308 | kauaan.richard                 |                                          |
| 19619576772 | moscougoiano                   | MOSCOU                                   |
| 43738961717 | manuuxtbest                    | 𝔪𝔞𝔫𝔲 𝔡𝔬 𝔡𝔢𝔰𝔠𝔢 𝔢 𝔮𝔲𝔢𝔟𝔯𝔞 $                 |
| 40047173960 | _eopepe                        | Pedro Henrique Nascimento                |
| 28681219110 | mectrek30                      | MEC TRACK TREK                           |
| 44773950371 | fzinnz.sx                      | Fzinn                                    |
| 39414894882 | enzoo_m01                      |                                          |
| 40572681994 | caiio.021                      | Caio                                     |
| 5870552271  | sfilipe.reis                   | Filipe reis                              |
| 5908878009  | adriano_oliveira777            | Adriano Oliveira                         |
| 48576274873 | smocruz_                       | Ruan Pablo Rodrigues Silva               |
| 11173259417 | cleytin_off                    | cleitin_ofc                              |
| 6703335522  | pivete12ff                     | Pivete                                   |
| 5856962921  | eaealdi                        | Aldieley "ALDI" Santos                   |
| 3151235820  | arthur_cabral05                | Arthur CabraL                            |
| 34089729172 | rikc_fernandes                 | Henrique Fernandes                       |
| 29701612032 | jvzinn.sxzz                    | JVZINN MDM                               |
| 17042839167 | koe_vilela                     | vιᥣᥱᥣᥲ 💔                                 |
| 45321092110 | mk_cardozo                     | Maicky Cardozo                           |
| 14513734368 | heitormandatoo                 | heitor                                   |
| 18613215430 | anaah_thais                    | ANA_THAIS🐺🖤                              |
| 3110961129  | manu7._                        | 𝔁𝑴𝒂𝒏𝒖𝔁                                   |
| 7521055424  | __juliasophia__                |                                          |
| 5403658059  | pedro_albano_                  | Pedro Albano                             |
| 33998126880 | _caiovalente._                 | Caio do Nascimento  Valente              |
| 46769583274 | victorxl.77                    | Victor Hugo                              |
| 21584238988 | lipex23                        | Felipe                                   |
| 363374970   | lady.crazzy                    | Leona Comiran  🖤                         |
| 39669349757 | laf_marin                      | 𝙈𝘼𝙍𝙄𝙉 🤬                                  |
| 8526690888  | madara_jv7                     | Felipe                                   |
| 48591185341 | isaa_rpx                       | isa                                      |
| 48573450708 | maycnn2020                     |                                          |
| 5910789689  | ninjaa.rj                      | ninja is back 🔥                          |
| 417059830   | sandrocardosooficial           | Sandro Cardoso                           |
| 6155315076  | willmitogamer                  | William                                  |
| 38914514757 | theus55_                       | A51 Theus🇺🇸                              |
| 48208169916 | segue.abio.vai.ajudar.muito    | Segue Abio Se Quiser Vlw                 |
| 35563454629 | dudu9.mz                       | dudu9 krl                                |
| 5564385594  | balinha_ffr                    | BALINHA⁹                                 |
| 33170454620 | artur22ff                      | 🧞‍♂️                                     |
| 11444199034 | scof7.ff                       | Scofield the king                        |
| 404418858   | gabrielaglio                   | Gabriel Aglio                            |
| 33526412903 | yurido62                       | Yuri ne?! 🩸                              |
| 26590635391 | _guilherme.goes                |                                          |
| 32524170914 | apollox07                      | APOLLO                                   |
| 7196845108  | kxoro.10                       |                                          |
| 10716868189 | dayvissonrafael_               | Dayvisson Rafael                         |
| 46470760014 | mactremf                       | vermelho                                 |
| 40421666329 | gui.ff_10                      | Guih                                     |
| 31874214432 | rdavixx                        | RDAVI 👑🚀                                 |
| 18428100782 | gabriel_rodrigues_18           | Gabriel Rodrigues                        |
| 47819962396 | parisotoff                     | Kauan "Parisoto"                         |
| 39700100333 | milizinha_2                    | Mili                                     |
| 4347196920  | laf_chapo777                   | LAF  CHAPO ⁷⁷⁷                           |
| 43720176298 | andre_vinicius_zanqueta        | @anvzin                                  |
| 16390010233 | sixi9.rs                       | BRUNO.sx                                 |
| 41676427130 | ff.gustavo7                    | LAF  GUSTAVO                             |
| 24826673400 | fabieliianzer                  | fabieli ianzer saraiva                   |
| 6612140161  | marcelo.dias9                  |                                          |
| 12855549776 | marlon_rodrigues16             | Marlon Rodrigues                         |
| 45977723422 | rockz1ka22                     | BEBE                                     |
| 1532265258  | 01_mariano                     | VINICIUS RODOLFO                         |
| 33267132501 | gabryel___rc                   | GABRYEL                                  |
| 40027276068 | willian_alv12                  | ΛW_ＡＳＴＡ ⁵⁵⁵〆                        |
| 7289321548  | ksousax                        | Kauan  Sousa  🐾                          |
| 6288405573  | jonasvitorx                    | jonas vitor                              |
| 48354436922 | psychoheartles                 | PSYCHO                                   |
| 28264170130 | limax_off                      | OneTaps🇧🇷                                |
| 1257344857  | lilianealves04                 | Snap: Lilianefranzoli👻                   |
| 34744998732 | thx_pro_                       | Tiago Fernandes                          |
| 28883156576 | zmokzinx                       | zmok ♿♿                                  |
| 6920038543  | ricck.tdl                      | RICCK🐊🇦🇲                                 |
| 48331926782 | jefferson_goissx               | Jefferson gois                           |
| 4390884597  | _andreygarcia_                 | Andrey Guilherme                         |
| 21489932487 | gabrieloliveiragodoi           | Gabriel Oliveira Godoi                   |
| 4135900549  | kawan_156                      | Kawan Castro                             |
| 9280464980  | silv._ricard                   | Ricardo Pablo                            |
| 18109229520 | borim14                        | Mätheus Borim                            |
| 21603246249 | leticia39814                   | Leticia                                  |
| 48725925022 | fluxo_rajjah                   |                                          |
| 22918403878 | eu__dyan__                     | dyansantos                               |
| 48256871862 | ygorsilvatt                    | ygorsilvatt                              |
| 29392885395 | gui.costa777                   | É o Gui né                               |
| 45396249231 | fs3433688                      | Fábio Silva                              |
| 34625175043 | sandro_silvaxl                 | Sandro Silva                             |
| 23358180544 | maikon_ryan06                  | Maikon Dias ⚽️                           |
| 6272668757  | emanuel_coelho2                |                                          |
| 342306524   | lucaspxm1                      | Lucas xavier                             |
| 24896451324 | ryan_xita                      | Ryan xita!                               |
| 46981484314 | micaelanderson7                | Micael Anderson                          |
| 20324128929 | arthurdos72                    | Arthur  dos santos                       |
| 45777723668 | maryzpx                        | maryTREM                                 |
| 4911227022  | larinha360x                    | Lara                                     |
| 25294476295 | francisco__machado__           | Francisco Neto                           |
| 28433071395 | imnot.gr6                      | Grazih Moreira                           |
| 44366286937 | foxz.sx                        | É o Tal Do Fox Tá                        |
| 39059383544 | pqp.slin                       | 𝖘𝖑𝖎𝖓                                     |
| 25108809409 | biel.editss                    | Gabriel Santos                           |
| 48020211271 | 021_xgb                        | gb verçosa                               |
| 8600313947  | maycon_ne_vida                 | Maycon_ne_vida🥋                          |
| 8097429453  | eae.miguel.7                   | Miguel Ferracioli                        |
| 46226646932 | dericlips                      | DÉRI Clips                               |
| 2139723841  | joaorezende09                  | Rezendeeee                               |
| 4838799033  | eow_souza                      | G U I L H E R M E    S O U Z A           |
| 48429096399 | vraux_yfg                      | vraux_yfg                                |
| 31724781684 | alsahirofc                     | Vitin Edits                              |
| 9231230065  | thzaooff                       | thiago barbosa                           |
| 1989332898  | tiumadara.ff                   | ᵀᶦᶸΜαԁαⲅα                                |
| 24406969566 | nathanaelmenezes1              | Nathanael Menezes LEON                   |
| 48727561432 | leoexibicionista               |                                          |
| 48382299097 | dix_js777                      | José Azevedo                             |
| 1380513224  | f.x_rp                         | Allan Velasco                            |
| 48767024530 | yago.sx11                      | YAGO.SX 🥷🏽🚄                              |
| 11064104577 | breno___fe                     | BRENO_                                   |
| 48514205894 | guel_awp                       |                                          |
| 27203491711 | redxn8                         | !RedxN   8                               |
| 47653999030 | gabriel_sandei                 | Gabriel Sandei                           |
| 48410611233 | md_o_mestre_da_favela          |                                          |
| 41553058430 | danilosilva_fc                 | Danilo Silva                             |
| 44975392954 | bernardosilva674               |                                          |
| 48194311995 | brunno_freitas22               | Brunno Freitas                           |
| 13708392408 | jao_3k                         | João Victor Cabral                       |
| 43857755441 | meno_nicollas                  | nicollas                                 |
| 21680106623 | edvaldo_2287                   | Edvaldo Gabriel                          |
| 47685084051 | vitimxp.ff                     | Vitim $                                  |
| 47176573804 | kaua.fixa                      | Kaua Rodriques                           |
| 9784682460  | vitinn_sd                      | Victor Gabriel 🃏                         |
| 48284283172 | _ice.771                       |                                          |
| 48036445077 | kaikinznx                      | kaikinffx                                |
| 47676221060 | raizin_op                      | 𝑅𝒶𝒾𝓏𝒾𝓃 𝓃é 𝓋𝒾𝒹𝒶                           |
| 47324925058 | astro9z_ff_                    | 𝙶𝚊𝚋𝚛𝚒𝚎𝚕 𝚜𝚒𝚕𝚟𝚊                            |
| 9237384246  | n_oliveirasousa_               | NICOLAS|13y                              |
| 14824311573 | of.franc1                      | 𝕱𝖗𝖆𝖓ç𝖆                                   |
| 3991975741  | akleyjapasushi                 | 𝙰𝙺𝙻𝙴𝚈 𝙼𝙸𝚁𝙰𝙽𝙳𝙰 🌐                          |
| 45325504017 | fx_lucah_                      | lucass                                   |
| 16450115245 | luan.gabrielm                  | Luan Gabriel                             |
| 39614051229 | max588t                        | Danielson maxwel                         |
| 47948841340 | nicolle333_                    | Nicolle Araújo Reis da Costa             |
| 48539342749 | carlos_ffx22                   | Carlos Eduardo                           |
| 40243107998 | vitorz.ffx                     | vitorz.ffx                               |
| 835461098   | karinbg30gmailcomkarinbg30gmai | Karin Azevedo                            |
| 47720026508 | peuu14_                        | Pedro Henrique                           |
| 47172551597 | brayann_deblak                 | brayan paulo                             |
| 41216706277 | _mik4ell2                      | Mikael Ewerton                           |
| 41296144783 | felipex0                       | Two9💥                                    |
| 12628856477 | gabriel_vieirasi_              | Gabriel Souza Rita Vieira                |
| 47780614361 | franciscoemanuelcos            | euEmanuel                                |
| 47685831840 | dud_uff7                       | Marcos Eduardo                           |
| 35556357844 | erick_souza_60                 | $$ ERICK  $$                             |
| 46279445906 | joaovict0r_1o                  | Joaovict0r_10                            |
| 18050941597 | lkzim_pro                      | LKZIM_ff                                 |
| 34926776887 | ericktavarrees                 | ERICK TAVARES                            |
| 8781268283  | joelsonpedro07                 | Joelson Pedro                            |
| 303661873   | bigornatv                      | Felipe tadeu                             |
| 38889397270 | ff.iagoms                      | iagoms ☯️                                |
| 48077845067 | kaua.fonseca                   |                                          |
| 12351658076 | gabi_2008venus                 | Gabriel Silva                            |
| 18188185447 | matheus_moura_pinto            | Matheus Moura Pinto                      |
| 48006317894 | spcxzin.1p                     | VULGO SpcX 🇯🇵                            |
| 29662501812 | nego.design                    | 𝗡𝗲𝗴𝗼 𝗱𝗲𝘀𝗶𝗴𝗻                              |
| 10190298882 | juan.raphael.148               | Juan Raphael                             |
| 30031756975 | hey.faze                       | FAZEᵗʳᵉᵐᵇᵃˡᵃ                             |
| 27463606556 | kauan_rodrigues.10             | Kauan Rodrigues                          |
| 46861122799 | miguelffx.op                   | Miguel  🤬                                |
| 45014750697 | flex.trem                      | flex.rcX!                                |
| 40649277547 | rafao.46                       | Rafao_2k21                               |
| 7926162771  | enzobranco13                   | Enzo Marques                             |
| 37722053495 | miguel.dohype                  | Migue.ldohype                            |
| 28496976488 | pedrozt_ff                     | PedroXt                                  |
| 44095574101 | mzinn.ff.777                   | Tropa                                    |
| 38179778637 | pedro_gabrielli10              | pedro gabrielli                          |
| 4940372262  | athylasantiago                 | ⒶⓉⒽⓎⓁⒶ ⓈⒶⓃⓉⒾⒶⒼⓄ                          |
| 47015325401 | p4s_mobile_s2                  | orteiP-kun                               |
| 8607208417  | henrique_sc007                 | Pedro Henrique                           |
| 22243564729 | eo_shox_ta                     | Carlos Cardoso                           |
| 9989564643  | carlimxlff                     | CARLIM DO CODIGUIN 🔥                     |
| 14548772750 | _thiiago_carvalhoxx            | Thiago Carvalho 🎭                        |
| 10473443735 | papakil____ff                  | ㅤ                                        |
| 45964860860 | range.wl                       | weslley.R                                |
| 44603459982 | higor.x6                       | Castro🌊🎽                                 |
| 45510762378 | duduxdtv6                      | duduxdtv6                                |
| 351771693   | jpzinnxl._ff                   | João Pedro Garcia                        |
| 29689040125 | thur__agr_                     | Arthur Bernardes                         |
| 44824606206 | silvalitz.sx                   | Thomas Silva                             |
| 26078927913 | bryannvaz                      | Bryan vaz                                |
| 486040918   | eaethay                        | ᴛʜᴀʏɴᴀʀᴀ ɴᴀꜱᴄɪᴍᴇɴᴛᴏ                      |
| 44980169102 | natyzinha.sx                   | Emilly Naty                              |
| 6895954238  | ruan.matheus7                  | Ruan Matheus                             |
| 3243045509  | ramos.pietro                   | pietrinnnn                               |
| 26300082391 | blackzn_00                     | BLACKZNx                                 |
| 5413669036  | pedro_rlx.ofc                  | Pedro                                    |
| 8236683956  | vasco_pedro93                  | Vasco Pedro                              |
| 47554839409 | tod_d3y                        | _小林_レンゾ_                            |
| 46982753292 | 02_anna_barbosa                |                                          |
| 47882975887 | _vieira_011_                   | Henrique Vieira                          |
| 47003376516 | fernando0402_                  | 𝐹𝐸𝑅𝑁𝐴𝑁𝐷𝑂✨✌🏽                              |
| 35462885166 | jordanntv_777_                 | ᴏʜ ᴊᴏʀᴅᴀɴ🤬                               |
| 46237618648 | rafael3l1                      | rafael                                   |
| 46484971589 | nego_07sx                      | WENDEL FELIPE                            |
| 12049542803 | yago_yuri_fernandes_ribeiro    | Yago Yuri                                |
| 44074402844 | jucselene                      | jucselene                                |
| 47961064931 | audrewmarx                     | audrewmarx_                              |
| 1281226638  | farias_couto                   | Gabriel Farias Couto                     |
| 5743812164  | lucassilvaelima                | Lucas Silva                              |
| 44644091777 | lucasd_lima14                  | lucas ff                                 |
| 5882154807  | guizzexp                       | guizze da UMP 😡                          |
| 512050846   | vitoriacagomes                 | Vitoria Camili 🌻                         |
| 2905535735  | jpedro_leal06                  | 𝔍𝔬𝔞𝔬 𝔓𝔢𝔡𝔯𝔬 𝔩𝔢𝔞𝔩 🎭                        |
| 40492128896 | jvz1nxf_ofc                    | Éo Jvzin ta !                            |
| 44802232477 | phriquex.9                     | pedro henrique                           |
| 1693299399  | crazyzyn                       | c ㋧                                      |
| 44813706640 | sad.avv                        |                                          |
| 24822070262 | henry.cauaa                    | CAUÃ SOUZA                               |
| 46033137249 | jkevison                       | José Kevison                             |
| 6402828771  | nikezada.xit                   | 𝑵𝑰𝑲𝑬𝒁𝑨𝑫𝑨 𝑻𝑹𝑬𝑴 ✯                          |
| 14194346337 | sixx_027                       | SIXX 027                                 |
| 33608097993 | halls_sx                       | HALLS 120 FPS                            |
| 44989207404 | kant10.reg                     | KANT10    🇺🇸🐊                            |
| 44843473532 | 061_tiago                      | Tiago Ferreira                           |
| 41919700182 | __thzin777                     | Thyago Winter                            |
| 6150643485  | ogomes_007                     | J.GOMES                                  |
| 38763788642 | tit4n_xs                       | TIT4N FFϟ                                |
| 11365829241 | theusx_highlights              | CY TheusX  么                            |
| 40854348284 | ramonnassarden10               | Ramon nassarden costa                    |
| 40635353163 | eduardo_gustavo__              | Eduardo Gustavo 🥋                        |
| 31997381215 | _._nelson_._                   | Nelson Varela                            |
| 14764302266 | ff_adrian_22                   | ADRIAN 22  THE BEST 777                  |
